Listing_id,Review_id,Date,Reviewer_name,Comments
5651579,426265369,2019/3/20,Talitha,The location was excellent for site-seeing and was really cute!
54128829,5.95E+17,2022/3/31,Jerrod,Best Airbnb in Albany! Responsive hosts and a fantastic home.
2992450,21810844,2014/10/24,Christopher,"This may be a little late, but just to say Kenneth was quick to respond to our request. He left some supplies in the refrigerator and kindly showed us round downtown Albany. We were without a car and he arranged for his cousin Kristina to take us to  supermarket.<br/>The apartment is large, clean with many original features. It is situated in an historical area that is fairly central, although like the rest of Albany you have to climb a steep hill to get to it if you are on foot. <br/>"
52691284,7.54E+17,2022/11/6,Sarah,This place was great for our group and Diana is very easy to communicate with
30189794,6.72E+17,2022/7/15,Richard,"Good room with its own bath, fridge, and window AC unit. The unit is a little noisy. Has a full kitchen for use. Good for longer term travelers"
6.23E+17,6.74E+17,2022/7/18,Rogue,"This is was in a perfect location because there was so much stuff to do near by everything was at most like a 10 minute walk. The apartment was amazing, so cute and i loved the layout of the apartment and the kitchen."
46894493,5.72E+17,2022/2/27,Miguel,"Everything was as beautiful as the photos! The hosts gave us nice recommendations for the area and had nice things supplied like coffee, fresh towels, soaps, and even chocolates. A nice and quiet location too!"
52837196,4.89E+17,2021/11/5,Valarie,Linda’s place was fantastic! Cute and close to everything we needed!
8035768,53445289,2015/11/8,Leigha,"John's place was extremely cozy and had more than everything we needed. We just stopped for a quick one-night stay. He was very accommodating, and the house is beautiful! We would definitely stay here again next time we're in Albany. "
6623339,402178465,2019/1/17,Cheyenne,Was a great stay! Perfect location for downtown Albany and the Empire State Plaza!
47334913,732607573,2021/2/19,Sherema,Just awesome
32993402,616990671,2020/3/11,Karen,Earl's place is clean and comfortable. Would recommend.
39836487,578071503,2019/12/16,Anika,"Adem's place has been awesome and super clean. My husband and I   really enjoy our stay, however, it was too noisy for us. Nevertheless, the Adem was very helpful and responsive."
5.65E+17,6.33E+17,2022/5/22,Charles,Diana’s place was wonderful. There’s plenty of great food nearby and she was very accommodating as a host!
38321579,6.72E+17,2022/7/16,Nicole,Diana's residence was nice and clean and located in a very quiet peaceful neighborhood. Diana was very welcoming polite and helpful. It was an overall great experience I have further appts in the area and definitely planning to return.
6623339,39239882,2015/7/21,Jennifer,"Terra was a great host - quick to respond and made my first AirBnB stay a breeze. This place is even better in person - clean, airy and close to everything. Even though I had a car, I didn't need to use it. I will be staying here when I am in Albany. Thanks for a great experience, Terra. "
10768745,8.10E+17,2023/1/21,Jorich,"Great stay, quiet place and neighborhood, clean and cosy bed. Liz is friendly and easy to communicate. Will book again in the future"
10768745,754097851,2021/5/2,Annie,Liz was an outstanding host.  The house and property were out of the 1800s mixed with the quirkiness of an artist.  Birds and nature surround the home with an outdoor bohemian-like retreat.  The room itself had the comfort of home with the majestic design of the Victorian-era.  I loved this experience.
8915877,5.62E+17,2022/2/13,Cecely,I had a good stay here and would recommend this location as a traveler nurse both hospitals are close by. Definitely a nice cozy apartment.
21449583,223674602,2018/1/1,Matt,"We really enjoyed our stay at Piotr’s place! He was super communicative, and the house was clean, tidy and had ample space. Overall, everything was easy and comfortable."
5651579,108109490,2016/10/14,Brendan,Gregg's place is a great spot to explore Albany and the surrounding region from.  Very safe and comfortable and a stone's throw from the Empire Plaza/State Capital and a short walk to Lark Street and other bars/cafés/restaurants.  Ample street parking as well.  Would recommend to anyone needing a convenient place on a budget in the Capital Region<br/><br/>Restaurant recommendations in Albany: Bombers Burritos and Sukhothai.
50890336,4.86E+17,2021/11/1,Juan,"Was a great stay. House was clean and tidy. Great location. Linda was quick to respond to any questions, such a wonderful host."
42490432,7.23E+17,2022/9/24,Jason,"Had a great stay at Diana’s Airbnb. She was very communicative from the start of the reservation. Parking, check in, and house rules were pretty clear. I would definitely stay here again!"
28868857,7.40E+17,2022/10/17,Ashley,"Although, I was unable to stay in the end, Earl was extremely easy to communicate with and was very quick to respond with any questions I had leading up to the trip. The was no confusion or hesitation regarding the stay, it just didn’t work out in the end."
21752534,303973649,2018/8/8,Emily,"The apartment was beautiful and really brought back memories of living in NY that we miss so much...tall ceilings, double crown molding, open floor plan, huge windows, and the culture that surrounds. The apartment stayed cool on the hot days we had and walking distance to everything important that one would need. The Jamacian restaurant on quail down the street was amazing!!!! The front stairs are uneven so be careful walking up and down. The host has great response time when asking questions etc. I would definitely stay here again. "
34330970,733452378,2021/2/21,Brittany,"Great place to relax and hang out with some friends or enjoy time with your loved one. Would recommend if you’re willing to travel a little out of the city, Troy is a great place for some local small businesses, such as bookstores, cafes and art shops, etc."
33558235,700439592,2020/10/14,Matt,Excellent hospitality and communication.
5.47E+17,6.57E+17,2022/6/25,Paula,"We had a lovely stay with Marlene. The location of the place is excellent, really close to everything in Albany, and Casa Blu is really pretty and very comfortable! Marlene was very responsive if we had any questions or issues. Just overall a really nice experience. The food at cafe capriccio is a nice little benefit of staying there too - it’s so good!"
28868857,409748263,2019/2/8,Joseph,Water leak due to weather other than that a good place to stay
47334913,3.91E+17,2021/6/22,Tarran,"Wonderful place for my long term stay.  All the rooms look much larger in person, and have a ton of natural light.  Allen was very quick to respond to questions/concerns both before booking and throughout my stay.  Very reliable Internet for WFH.  The second bedroom had a desk and rolling chair that was perfect for an office.  Had enough pots, pans, dishes, and oil, for multiple meal preparations.  Would recommend bringing K Cups for the Keurig.  The bathroom had a standup shower, tons of towels for the longer stay, and motion lighting.  Tons of storage and shelves in the bath, kitchen, and both closets.<br/><br/>You can hear the people that stay downstairs, very typical of older upstate homes.  All the other guests I bumped into were friendly, and were not loud at all during my stay.<br/><br/>Walked and jogged around the neighborhood many times, lots of tree coverage and nice sidewalks.  Seemed to be located near a number of major streets making the city very accessible.  There is a nice string of bars and restaurants right across the street ranging from breakfast to late night food, which you could not hear from the house."
20671966,706272133,2020/11/2,Leonid,Great Place plenty of parking
7.47E+17,8.89E+17,2023/5/11,David,"The apartment was exactly as listed , everything was in order. The host John was very responsive and I would definitely recommend the apartment house to anyone with interests in the area. Thank you."
25549565,288340657,2018/7/9,Michael,"I had a good stay here and would happily come back.  The apartment was clean, pleasant, and spacious."
45024912,727511135,2021/1/29,Ranjit,"A lovely, clean, conveniently located stay. Elsa was incredibly responsive and communicative throughout. No complaints at all. I’ll be staying here again in the future."
18341426,648905083,2020/8/9,Dvora Gila,"My family and I enjoyed our weekend stay at Peter's place. The space was clean, mostly updated, and comfortable. We had some relaxing fun playing with our pup in the yard! Peter was helpful by providing some info on local activities for us - which we actually did do!"
28868857,496505424,2019/7/27,Lorena  (Reina),"There were a lot of thoughtful touches like chocolate, food, coffee. It's a basement studio apartment, very close to restaurants and bars. A good place to crash for a night. The price was reasonable, the instructions were very clear and host very accessible."
25549565,465919041,2019/6/8,Sherilyn,The location is fantastic with walking distance to downtown
7.24E+17,8.31E+17,2023/2/20,MaryRose,Beautiful inside just as described.  Newly remodeled and pristine.  Easy access to get around.  Would highly recommend and would stay again in the future.
24120690,442053339,2019/4/22,Chaya,"Clean, comfortable, convenient location, considerate hosts - a great place to stay!"
6.25E+17,7.06E+17,2022/8/31,Patrick,Our stay at Kathryn 's place was wonderful.  The apartment was super tidy and full of amenities.   Next time we are in town we will definitely be booking here again!
16531782,4.72E+17,2021/10/13,Jerry,"ElIzabeth’s place is absolutely charming. While we ended up getting a slightly different room due to a scheduling issue, it was still perfect for what we needed and Elizabeth worked with and helped us the entire way to ensure that we were having a comfortable stay. She was a wonderful host and would definitely stay with her again!"
28341274,8.10E+17,2023/1/22,Nathan,I had a very pleasant three nights at Alice's place.  The location is just about perfect with quick access to the capital and overlooking the beautiful Washington Park.  Alice was kind and generous with a bonus exquisite taste in music and art.  All of the art that was around the house was fun and unexpected.  I will definitely stay there again on a return to Albany.
54126420,9.01E+17,2023/5/27,Emily,Wonderful safe neighborhood. Very accommodating host. Would recommend to anyone!
22431640,450508765,2019/5/9,Ruby,"Jake's place was absolutely perfect. The apartment had everything we needed and more! Check in was a breeze, the place was spotless, and although it says in tje description that there maybe some extra noise due to it being an old house, we weren't disturbed once. Couldn't be happier with our experience!"
21769213,282936049,2018/6/28,Cg,Good Place<br/>
25549565,5.50E+17,2022/1/28,Tenzin,Location is great. I had to be there to take my real estate exam - It was literally 3 blocks away. Parking isn’t an issue at all. I was able to park on the block every time. :)
16531782,665408907,2020/9/18,Talib,10/10 would recommend! Very clean and comfortable.
6623339,189102264,2017/8/31,Gloria,"We stayed for the full month of August and really enjoyed Albany. Close to restaurants, the park, NYS museum. Lark St is unique and diverse with bars, coffee shops, etc. Terra was quick to respond when we needed a couple items early on. The only caution is that being summer, the courtyard for the nearby Oh Bar is noisy until the wee hours of the morning. No problem for my husband but I benefited from ear plugs."
43736299,6.17E+17,2022/5/1,Joseph,Exactly as described. Quiet clean relaxing and recently renovated. Great communication from the owner as well<br/> 5 stars across the board
9005989,243877486,2018/3/17,Emily,Small basement apartment near delicious restaurants and a cute little park. Close to the Palace theatre too! Allows dogs and has a nice little fences in backyard. Great value!
9501054,224621270,2018/1/3,Syeda,conveniently located and affordable! 
38321579,596373907,2020/1/22,Daniel,"Comfortable place, in a nice location!"
6623339,584699803,2019/12/30,Jim,"This apartment is a great space in a very cool historical building in a beautiful Albany neighborhood. You are close enough to walk or run, as we did, around fabulous architectural landmarks through cobblestone streets. A great kitchen to whip up a meal and well apportioned bath and bedroom make this loft-like apartment feel just like home! You will be very happy staying here, we were!"
1489424,8.18E+17,2023/2/2,Sue,"Had a great stay here!  The space is generous, with a bathroom just for the guests.  Very comfortable bed, quiet and private."
35914565,4.75E+17,2021/10/16,Marlon,Location is near to all major highways and a nice place to relax if your passing through.
8915877,596678232,2020/1/23,Irene,Molly’s apartment is spacious and has everything you need. Communication was great and the check-in process was easy. Would absolutely recommend this place!
22398196,419328643,2019/3/3,Tess,"Wonderful location (private and quiet but close to downtown)! The house was beautiful and had great amount of privacy for a single bedroom in an apartment. Bela was out of town but still responsive to my questions and gave me clear instructions for check in, making it easy and accessible."
51230498,4.53E+17,2021/9/16,Anca,"The host is prompt, responsive, and helpful. Impressive in her balance of warmth and professionalism. <br/>The place super sweet. Small, but perfect for single occupancy or for a couple. <br/><br/>Very attentively furnished and decorated. It’s a basement apartment, with traffic and pedestrians walking right past the two bedroom windows, so it can be a bit noisy, but we were out exploring much of the day, and slept well at night with the white noise of the room fan buffering whatever street activity might’ve otherwise gotten my attention."
54150131,8.75E+17,2023/4/22,Jacob,Jared's the man. Highly recommend.
52359404,5.89E+17,2022/3/23,Michelle,"Great place to stay, very clean and comfortable."
48052353,6.28E+17,2022/5/16,Nina,Great place
47440071,8.36E+17,2023/2/26,Josh,Had such a great stay. Like many have said in the reviews it’s a home away from home feel. Thank you so much for the experience and making us feel at home
54126427,7.24E+17,2022/9/25,Laurie,"This place is PERFECT location. <br/>Safe, spacious, comfortable, clean, great worry-free parking. <br/>All the amenities you could need.<br/><br/>Only caveat- **Certainly out of Erion’s control** - was the upstairs neighbors. Even with a fan and earplugs, they were still very loud. <br/><br/>Would most definitely book through Erion again, especially if we knew upstairs neighbors would be away, or if there were a different apartment available."
45804322,8.36E+17,2023/2/26,Fariborz,Very clean and well maintained.
28868857,542560173,2019/10/6,Bazil,Nice place to stay in a nice location
45529447,5.67E+17,2022/2/21,Halie,Super convenient to locations we needed to walk to. Clean and everything we needed was available!
53115382,7.45E+17,2022/10/24,Niklesh,A perfect place to stay when visiting I loved it .
28722270,4.54E+17,2021/9/18,Delaney,"Very cozy and clean, also had a private parking spot which is a plus!"
11639446,258141495,2018/4/28,Naveen,Adam's place is the best place to stay around Albany. Great hospitality and great food. He is very quick in responding to requests. Enjoyed my stay fully.
25549565,535525945,2019/9/24,Claire,"Such a cute place! 10 minute walk to the capital center. Clean, quiet and cozy."
47440071,7.75E+17,2022/12/4,Claudia,"Beautiful house, awesome help, and the hot tub was a real treat. Will surely visit again!!"
33558235,546261124,2019/10/13,Carlos,"Very clean and nice place! The only little thing to consider is was that the sleeper sofa is very uncomfortable, so it is best to get the mattress out of the sofa and put it directly on the floor!  But other than that the place is great and location is also pretty good!"
27833958,571748223,2019/12/1,George,Great place to stay
10768745,5.18E+17,2021/12/15,Allan,Great for value. Quiet. Very clean and private. Comes with its own attached bathroom and appliances.
42092736,8.62E+17,2023/4/3,Meriam,"John’s place was wonderful, everything was perfect, he was very understanding and  he gave us some tips how to get around! Thanks a million John, have a wonderful day!"
28722270,403711860,2019/1/21,Donathan,"Earl's place is really nice and cozy and was exactly like shown in pictures.  It has a wood cabin ""feel"" to it which i loved.  Would recommend this home to anyone that needs a place in Albany.  Earl was also a good host with very fast responses when we were communicating."
54126421,6.03E+17,2022/4/11,Yewon,"He was so easy to communicate, and was very understanding of every situation. The house was amazing, just like the photos. Would 100 come back!!"
52837196,8.36E+17,2023/2/26,Kelly,"We had a great stay. It was within walking distance to the Palace Theater, great restaurants and bars. The apartment had everything we needed and the shower was amazing. We would definitely stay again."
6623339,57713597,2015/12/28,Elizabeth,"The apartment looks exactly as it does in the pictures.  it is very comfortable and spacious.  We enjoyed our overnight stay here.  Very convenient location.  We didn't meet Terra personally but she gave very clear and helpful directions so our arrival was smooth - everything prepared for when we arrived.  if you are coming to Albany, I would definitely recommend Terra's place!"
17238066,4.38E+17,2021/8/27,Cindy,"As described, Adam is a very welcoming and warm host. He was waiting for me when I arrived which made me feel comfortable right away, and he sent me off with a delicious and generous breakfast sandwich to go. Adam also communicated quickly and clearly which really helps. The room was exactly as described and the single bed was very comfortable, and there were thoughtful touches in the room. The fan keeps the room quite comfortable even in the heat wave. My only wish for improvement would be that the common areas, bathrooms, kitchen counters, were cleaner. Adam does a great job with the description. Thanks Adam!"
40491172,668585557,2020/9/27,Oliver,"My girlfriend and I loved everything about staying here, and Allen was a great host!"
45074220,4.53E+17,2021/9/16,Austin,Accuracy of place is spot on! Very clean and great communication while staying there.
9005989,187778358,2017/8/27,Carolyn,"This apartment is an a super convenient location, and the space is comfortable and clean.  We had a simple and easy check in/out.  This spot will be top of our list when we come back through Albany."
38321579,6.49E+17,2022/6/14,Sylvia,"I had a great stay. The room was exactly as pictured, and Diana made some great recommendations for places to visit in the area."
33558235,6.81E+17,2022/7/28,Henry,An incredibly spacious and well located spot to stay in while in Albany. Earl was very responsive and made both the check-in and check-out process very smooth. We’d definitely come back again if we were in the area.
51560588,5.85E+17,2022/3/17,Giovanni,"I stayed for 2 weeks here, is quiet, cozy and the location can’t be better, Jerry and Del are amazing people!"
33558235,4.95E+17,2021/11/13,Susan,"Earl was the quintessential host, great communicator and great to work with."
45529447,5.41E+17,2022/1/16,Drew,"A great place to spend the weekend, with extremely convenient parking."
10768745,8.06E+17,2023/1/16,Ashish,Good place to stay!
42009788,768942402,2021/6/11,Patrice,Elizabeth’s space was really nice and cozy. Unfortunately I had to leave after a couple of days due to a flood but Elizabeth was extremely helpful and responsive and provided me with a full refund. I would definitely stay in one of her spaces again!
16531782,634550962,2020/7/4,Monica,"5/5 stars, the place was even more beautiful than in the pictures. Super clean and spacious, the location itself was beautiful as well. I look forward to the opportunity of staying here again!"
40491172,6.91E+17,2022/8/10,Maggine,"The apartment was cute and just what i needed for my stay for work.  Near restaurants, shopping and grocery stores."
52360097,6.41E+17,2022/6/2,Noreen,An easily accessible and affordable building that is in a prime location. I've enjoy my multiple stays here and can always count on Jerry to respond or address any inquiries.
28722270,525331246,2019/9/7,Carlos,Nice place
39864828,5.98E+17,2022/4/4,Summer,This is the place to stay if you are going to be in Albany! Such an amazing host and truly a beautiful home! I loved the comfy beds and spacious rooms! I give this place a 10/10 and I highly recommend checking it out!
8.87E+17,8.96E+17,2023/5/20,David,"Great stay @ Gabriel's place. Large comfortable bed wit a TV and ceiling fan in the room, private room w/ lock. Gabriel was a great guy. Thanks will stay again"
53645427,6.21E+17,2022/5/6,Ann,I booked this stay very last minute.I loved the decor and cleanliness of the place .Definitely one of those hidden gems in Albany.Quick response and very accommodating owner.I would definitely book again!
28868857,4.11E+17,2021/7/20,Nibenam,"I enjoyed my stay at Earl place, very convenient location especiallyif you traveling by bus. Most importantly it's located in a quiet neighborhood."
43208391,752683433,2021/4/27,Katherine,"This rental was beautiful! My husband and I actually spoke about getting a place like this in 15-20 years for our retirement! We ordered Diner Dash and no issues with the driver finding us, etc."
45529447,5.28E+17,2021/12/29,Oliver,"One of my favorite Airbnb's. Fantastically clean, sleek modern look and feel. Cozy. Would stay here again."
43736299,8.41E+17,2023/3/6,Scott,Great experience�?Will certainly return
11253948,220266376,2017/12/21,Haotian,房子靠近SUNY，上学非常方便，而且非常安静且安全。房子内的各项设施都十分完备，完全不需要客人操心。很感激Peter无微不至的照顾，我和我的朋友在Peter的这座房子里住了长达四个月的时间，在Albany的这四个月是我们非常珍贵的回忆�?11253948
21752534,238414100,2018/2/25,Mike,"Nicely furnished, comfortable apartment in Albany. Convenient  to downtown."
44180048,5.88E+17,2022/3/21,Beth,This gorgeous studio was a very comfortable place to rest and hang out. Great location and perfect for access to restaurants and coffee.  Lloyd was communicative and quick to respond. I will definitely stay again someday!
50207226,769307634,2021/6/12,Jesenia,Linda was an amazing host and very communicative. She made sure there was no confusion with us finding the place. The apartment was just as pictured very modern and homey. Would definitely go back!
9501054,328271405,2018/9/25,Ricardo,I visited Albany to go to a conference and this place was perfect for me. It was very nice and quiet at a walking distance from the conference center.
10768745,608759632,2020/2/21,Louise,"A lovely old space, with character and comfort!  And a real deal for the prime location!"
6.25E+17,7.87E+17,2022/12/21,Andrew,"Kathryn was super responsive and helpful! Her place was nice and very clean.  The only thing to be aware of is alternate side street parking some mornings. This was a great stay, thanks so much!"
9005989,554492002,2019/10/26,Bob,We had a great time a beautiful place in a nice neighborhood
19527043,426574656,2019/3/21,Fiona,"Ed's place was warm, comfortable and convenient. The master bedroom is large, spotlessly clean, and beautifully decorated in a victorian style. The bed is the most comfortable bed I have ever slept on in an airbnb. The bathroom is huge and spotlessly clean. The towels and sheets are good quality. There is a large TV with every imaginable streaming service and live TV. The location is very convenient to the local colleges and hospitals. There are a few good restaurants within walking distance. I ate at Oyster and Ale and can highly recommend it. I didn't use the kitchen, but was able to keep a few things in the fridge."
28868857,703049857,2020/10/23,Melissa,Clean quiet and comfortable. Very responsive to any needs.
24655782,426571548,2019/3/21,Rae,This place was exactly as advertised. The check in process was super easy and the coffee was a great little extra. Jake's communication was awesome and I would definitely recommend the space to anyone traveling to the Albany area or passing through.
28400263,464396465,2019/6/5,Kevin,Clean room and screen room was a plus
44180048,8.58E+17,2023/3/29,Kevin,Lloyd was an excellent host. He reached out prior to check in time and was willing to let me check in early do to the place being ready. Lloyd was responsive to any questions I had.
14989805,720903713,2021/1/2,Carla,"Super nice, clean and great space. Peter was very responsive and easy to work with. Definitely recommend"
32993402,4.05E+17,2021/7/12,Ashley,"Great location. Basic apartment, needs updating. Checking in was a little tricky as there are three entry doors, each with a different code. Parking on site was easy and close."
48124042,4.71E+17,2021/10/11,Lisa,"Dillon’s place was very clean, and in the heart of downtown Albany. He gives detailed info, which was great. Definitely recommend and we would stay again."
28722270,5.27E+17,2021/12/27,Julie,Great value and location. Perfect for our family of three including a young child.
46894493,5.26E+17,2021/12/26,Mike,"Great spot, great location!"
51230498,7.09E+17,2022/9/5,Thomas,"Had a great time staying here with my partner for the weekend, very spacious apartment and for an absolutely great deal."
51592836,5.52E+17,2022/1/31,Jodi,"This is my 2nd stay at David’s Airbnb and once again all was lovely. Everything is clean and the apartment itself is beautiful with the Victorian ceilings. Parking is easy to find, always a good spot available. Area is nice and easily accessible to all attractions in Albany. Only about 15 mins from the airport. My flight home was cancelled and I was even able to book an additional night last minute. Thank goodness there was availability! I’m sure I will be back for a 3rd time in the future. Great host and space. If you’re thinking about booking, go ahead and do it!"
6623339,421476048,2019/3/9,Genesis,Beautiful place to stay in downtown Albany.
20620135,219079162,2017/12/16,Shervin,You would love staying at this place. Everything was in the best state and top-notch. The host is extremely friendly and very helpful with any possible question you might have.
43208391,4.00E+17,2021/7/5,Waits,Great location. Big apartment. Kitchen well stocked. Would stay again
7.43E+17,7.67E+17,2022/11/23,Sadia,"I don't have enough words to describe how much I appreciate this space! Anilexa was a wonderful host, her flexibility and attention to detail was greatly appreciated. The space is wonderful and very comfortable with a cute backyard. My pup and I were very happy here."
48599533,6.36E+17,2022/5/27,Benjamin,"It was a nice place, although the actual apartment was not cleaned when we walked in. it was set up for new guests so it appears they knew guests were coming but forgot to clean the bathtub and sweep the floors since there was hair and gunk in the tub. Parking is a little annoying but just follow the signs on the road (you have to pay for parking). The apartment complex also smelled like cigarettes and weed which would leak into the room occasionally.<br/><br/>On a better note, it was right next to the state capital and the plaza so you can walk around there and explore. It was a nice apartment and it would have been fine if it was cleaned properly or even maybe swept at all. There is a really pretty view of the state capital! And they have wireless chargers which were convenient :)"
32279028,7.21E+17,2022/9/21,Amy,"Lovely stay, clean, comfortable, and felt like a cozy home away from home - my favorite feeling with Airbnb. Thanks to Diana (and friendly cat Finn) for the warm welcome!"
39873571,8.51E+17,2023/3/19,Isabelle,"The place is a great deal. Well located,  near a very nice park and trendy eateries and coffee shops, clean, big. I give it a 4.5 stars just for this. There are some downsides though:<br/><br/>1- really steep stairs to access the place.<br/>2- free parking on the street but you need to move it every two hours between 8am -6pm Monday to Friday<br/>3-one bed is not comfortable and slanted. <br/>4- All widows have blinds but there is a lot of light from the street that still comes in.<br/>5- it is a little noisy at night because of the busy street.<br/><br/>All that said, if it is only two of you, you can’t beat the price and location and I would stay there again."
53483727,6.26E+17,2022/5/13,Amy,"Wonderful. Spacious, the beds were comfortable. The home was perfect for our family to share so we could attend our daughter’s Graduation."
52360097,6.54E+17,2022/6/20,Jill,"Overall, we had a lovely stay. <br/>A few things to add to what previous guests shared (All of which we found to be true, so no reason to repeat)<br/>The building is old and it creaks and sometimes you can hear the elevator. If you are a light sleeper, earplugs might be appreciated. <br/>Apartment is full of natural light which is awesome! Unless you are trying to sleep past sunrise. I wish I had remembered my sleep mask.<br/>The bed was reasonably comfortable, but very conducive to cuddling."
25549565,437388434,2019/4/14,Andrea,We loved staying here for a brief visit to the area. Everything was clean and tidy and just as described. Thanks for a wonderful stay!
5.65E+17,8.46E+17,2023/3/12,Lauren,Diana was great to deal with and the place is even better than the pictures! Will definitely rent here again if I come back to the area!
32993402,4.39E+17,2021/8/28,Maggie,Earl was an excellent communicator!! Super nice and the place was very easy to find.  Had no problems getting in or out. The temperature was good and the atmosphere was cozy. The location is extremely good. You can walk or drive to just about anything you can think of.
20519453,466826028,2019/6/9,Samantha,"Michael and Flerida’s home was cleaned weekly on average and stocked with paper towels and toilet paper. My room was clean upon arrival and the house was as well. I stayed at this location for 16 weeks as I worked a travel assignment at St. Peter’s. The area was not the safest around but there is an ADT security system for those who choose to utilize it. On average, I felt that there were way too many people staying at this home as I was initially told there is typically 2-3 total. At times there were 7-8 which is very crowded for a two bathroom home. Parking in the driveway is first come, first serve and very difficult to park in with that many people staying in the house. Street parking is also very limited as there are other Airbnb’s across the street and an apartment complex. I had issues with guests being messy in the common areas, leaving the doors unlocked and taking food I purchased. As I understand that this is the hosts personal home, I felt that the host was not trusting of the guests and overbearing at times. The host would often show up at the house unannounced, even after I requested to be notified of “drop in’s.�?This location was convenient for my commute, however, I felt an extended stay was very expensive for what you receive."
1489424,7.37E+17,2022/10/13,Brittany,"always a pleasure staying here. clean, comfortable, and private. they are easy going and extremely accommodating. would stay here again."
28400263,5.43E+17,2022/1/18,Amanda,Understanding and accommodating
25549565,434753431,2019/4/8,Samantha,"Cute cozy place with nice people. Quick walk to a grocery store, tattoo shop or cafe."
22431640,4.48E+17,2021/9/10,Tommy,"Jake’s place is a gem! Not only is it very reasonably priced, it’s also clean, comfortable, and located incredibly<br/>close to many of the best bars/restaurants Albany has to offer. Check-in was also simple and the off-street parking was a welcome sight. I’d stay here again in a heartbeat."
46894493,752070979,2021/4/25,Joyce,Great place to stay! Clean and beautifully decorated.
9005989,231300360,2018/1/31,Amina,"The location is great. Close to restaurants and shops, just a few minutes of walking. Close to downtown. Hosts are great."
25549565,301703319,2018/8/4,Evelyn,"My husband and I stayed for one night while passing through Albany. Janet's place was perfect, very clean and comfortable with a super location close to restaurants (excellent coffee less than a block away!). The weather was hot and humid, but fans were set up and running for us when we arrived. If I find myself in Albany again I will definitely stay here!"
6.69E+17,8.91E+17,2023/5/13,Dylan,Great place to stay if you’re ever going into the area. This was my first Airbnb and they made it very easy all around.
38321579,4.67E+17,2021/10/6,Julio,Awesome 👍 A+
22431640,544645290,2019/10/10,Jared,A nice home feeling when away from home.
50171851,6.83E+17,2022/7/31,Nigel,Great host who kept in consistent communication. Will book again!
42490432,720986688,2021/1/2,Eridani,The place is really nice everything was clean
32993402,7.30E+17,2022/10/4,Anthony,Never again
25549565,8.04E+17,2023/1/14,Catherine,"Place très propre, bien située pour visiter Albany.<br/>Stationnement gratuit dans la rue, facile de s’y rendre !"
7.17E+17,8.91E+17,2023/5/14,Kristen,"Diana’s house is picture perfect. Very clean, spotless. She had everything we needed for my graduation weekend. My family and I had a wonderful time and enjoyed their stay! I would suggest staying at Diana’s house. Her directions for check out and in we’re very easy and helpful."
44180048,708671412,2020/11/14,Michael,"Lloyd’s place is great, very clean and comfy. The location is also perfect, a quiet street across from the park. Lloyd is thoughtful host and provided disinfect wipes and hand sanitizer. We enjoyed our stay!"
12284708,177675764,2017/8/3,Kaitlin,I had a great stay! Self check in was easy and the room was clean and beautiful. Convenient location-- I was able to walk everywhere I needed.
6623339,37892938,2015/7/11,Liz,"Terra’s apartment is fantastic and very clean. Perfect downtown location, plenty of dining and entertainment options only a few steps away. Stop in for breakfast with Sam at Albany Coffee Shop a few blocks down Lark Street. "
48052353,6.59E+17,2022/6/28,Gintare,"Everything was great, location, the place was very clean, well looked after. We felt at home immediately and had a great time."
54126420,6.79E+17,2022/7/25,Diana,Clean and comfortable home.
24606880,628005107,2020/6/6,Rob,Another awesome stay at Bela’s. Affordable and safe
33558235,499477617,2019/7/31,Tae,Place is as advertised. Hosts were very sweet and accommodating.
44180048,752649351,2021/4/27,Gaby,"Lloyd’s place is luxe and beautiful! I felt so comfortable staying here and on top of that, Lloyd had clear instructions for how everything worked and was very responsive."
40491172,746626183,2021/4/7,Allison,Great location. Walking distance or short drive to just about anything. Quiet.
45024912,7.91E+17,2022/12/26,Tracy,Very nice apartment on a quiet street
39836487,718314731,2020/12/26,Nai-Hua,"The studio is very clean and big, has most of the essentials. I had a short trip in Albany so this place is good enough for my staying. The neighborhood is in the central of Albany which is close to most of the attractions and nice stores. Will definitely recommend ."
40828178,7.84E+17,2022/12/17,Cindy,"Lloyd is an excellent host -- great communication, friendly and accommodating. The place was super clean and comfortable. We felt right at home, and appreciated all the amenities. My kiddo loved the TV in the bathroom and was able to listen to Spotify while in the shower. The shower was really nice too! We'll definitely stay at one of Lloyd's airbnb's if we're in the area again!"
25549565,584090752,2019/12/29,Jenna,Staying at Janet’s is easy-breezy. She has everything from coffee to wine glasses to tips on where to go in the area. Couldn’t ask for a more perfect place for a little get away.
5651579,213675764,2017/11/22,Annmarie,Great price for a comfortable place. Amazing location. Right on a bus line to the train station. Gregg is wonderful. The place was Private and quiet.
6623339,36468984,2015/6/28,Julia,"Everything was great! The apartment was amazing, everything seemed new, was in great condition, and very clean. Terra was great and the location was perfect! :)"
46894493,738579665,2021/3/13,Lauren,🌟🌟🌟🌟🌟
6.25E+17,7.31E+17,2022/10/5,Marion,"The flat was very comfortable and had everything we needed, plus many nice extras. It's  central and close to many restaurants. The communication with Kathryn was very smooth."
52611613,6.13E+17,2022/4/25,Colleen,Perfect house for our quick visit to Albany.
